growing_site_name,address,has_chicago,add_chicago,full_address,Latitude,Longitude,location,ward,community,district_n,ownership,growing_site_website,public_contact_info,facebook,evidence_of_support_organizations,is_growing_site_fenced,is_growing_site_locked,food_producing,compost_system,is_growing_site_dormant,other_support_organization,season_extension_techniques,structures_and_features,water,choose_growing_site_types,community_garden,if_it_s_a_community_garden_is_it_collective_or_allotment,neighborhood
RTW Vet Center Garden,5532 S Dr Martin Luther King Jr Dr,TRUE,Chicago IL,5532 S Dr Martin Luther King Jr Dr Chicago IL,41.793505,-87.616338,"[41.793505,-87.616338]",20,CHICAGO,2,,,,,,FALSE,FALSE,TRUE,,FALSE,,,,Hose connected to private property,Community Garden  Food Donation  (Assisted) Housing  Demo / Training / Program,,Collective,
Jesse Sherwood Elementary School,245 W 57th St,TRUE,Chicago IL,245 W 57th St Chicago IL,41.7906185,-87.6321662,"[41.7906185,-87.6321662]",20,ENGLEWOOD,2,Chicago Public Schools,,,,The Kitchen Community,TRUE,FALSE,TRUE,FALSE,FALSE,,,Seating Area  Covered Area  Teaching Area  Handicap accessible bed,Irrigation System  On site water source,School Garden,FALSE,,
Urban Prep Academy for Young Men -- Englewood,6201 S Stewart Ave,TRUE,Chicago IL,6201 S Stewart Ave Chicago IL,41.7819948,-87.63429,"[41.7819948,-87.63429]",20,ENGLEWOOD,2,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden,FALSE,,
Washington Park Harvest Garden,5531 S King Dr  Chicago  IL 60637  USA,FALSE,,5531 S King Dr  Chicago  IL 60637  USA,41.7934667,-87.6154918,"[41.7934667,-87.6154918]",20,CHICAGO,3,Chicago Park District,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,,,Teaching Area,On site water source,Demo / Training / Program,FALSE,,
Dulles School of Excellence,6311 South Calumet Avenue  Chicago  IL 60637  USA,FALSE,,6311 South Calumet Avenue  Chicago  IL 60637  USA,41.7799312,-87.6167116,"[41.7799312,-87.6167116]",20,GREATER GRAND CROSSING,2,,,,,The Kitchen Community,TRUE,FALSE,TRUE,FALSE,FALSE,,,Artwork / Sculptures  Play Area  Seating Area  Teaching Area  Handicap accessible bed,On site water source  Irrigation System,School Garden,FALSE,,
Chicago Eco house,6114 S Stewart Ave  Chicago  IL 60621  USA,FALSE,,6114 S Stewart Ave  Chicago  IL 60621  USA,41.7830579,-87.635508,"[41.7830579,-87.635508]",20,ENGLEWOOD,2,Private,Chicagoecohouse.org,,Facebook.com/chicagoecohouse,,FALSE,FALSE,,TRUE,,,,Compost System,No apparent water source,Community Garden,TRUE,Unclear,
Kumunda Community Garden,6453 S Kimbark Ave  Chicago  IL 60637  USA,FALSE,,6453 S Kimbark Ave  Chicago  IL 60637  USA,41.7770815,-87.5941412,"[41.7770815,-87.5941412]",20,WOODLAWN,3,Private,,,,U of I Extension,TRUE,TRUE,TRUE,TRUE,FALSE,65th & Woodlawn Garden leaders  Abundance Project  First Presbyterian Church,,Compost System  Shed / Storage box  Play Area  Seating Area  Gazebo,City Fire Hydrant  Irrigation System  Rain collection system ( rain barrels  cisterns),Community Garden  Pantry Garden  Food Donation  Urban Agriculture Organization,TRUE,Allotment,
62nd Street Garden,6175 S. Dorchester Ave.  Chicago  IL 60637,FALSE,,6175 S. Dorchester Ave.  Chicago  IL 60637,41.7827224,-87.5911601,"[41.7827224,-87.5911601]",20,WOODLAWN,3,NeighborSpace,www.62garden.com,info@62garden.com,,,TRUE,FALSE,TRUE,TRUE,FALSE,,,Shed / Storage box  Play Area,City fire hydrant,Food Donation  Community Garden,TRUE,Allotment,
Gerber's Garden at UChicago Charter School Woodlawn Campus,1113 E 64th Street  Chicago  60637,FALSE,,1113 E 64th Street  Chicago  60637,41.7790975,-87.598638,"[41.7790975,-87.598638]",20,WOODLAWN,3,City of Chicago,https://www.instagram.com/gerbersgarden/,64thanduniversitygarden@gmail.com,,,TRUE,TRUE,TRUE,TRUE,,UChicago Charter School  Big Green,,Water Management  Shed / Storage box  Teaching Area  Seating Area  Handicap accessible bed  Educational Signage  Take-at-will community beds outside fence,City Fire Hydrant  Rain collection system ( rain barrels  cisterns),Community Garden  School Garden,TRUE,Allotment,
Loyola University Chicago  Medieval Garden,1001 W Loyola Ave  Chicago  IL 60626  USA,FALSE,,1001 W Loyola Ave  Chicago  IL 60626  USA,42.0013272,-87.6566105,"[42.0013272,-87.6566105]",49,ROGERS PARK,13,Private,,,,,FALSE,FALSE,TRUE,,FALSE,,,,,School Garden  School Garden  Demo / Training / Program,,,
Dubkin Park Garden,7464 N Ashland Blvd,TRUE,Chicago IL,7464 N Ashland Blvd Chicago IL,42.0177905,-87.6705993,"[42.0177905,-87.6705992999999]",49,ROGERS PARK,13,Chicago Park District,http://www.chicagoparkdistrict.com/facilities/community-gardens/,,,,TRUE,FALSE,TRUE,,FALSE,,,Compost System  Seating Area,On site water source,Community Garden  Food Donation,,Allotment,
Howard Area Community Garden,1715 W Juneway Ter,TRUE,Chicago IL,1715 W Juneway Ter Chicago IL,42.022287,-87.673883,"[42.022287,-87.6738829999999]",49,ROGERS PARK,13,NeighborSpace,http://neighbor-space.org/2011/05/20/howard-area-community-garden/,,,,TRUE,TRUE,TRUE,,FALSE,,Cold Frame,Compost System  Seating Area,On site water source,Community Garden,,Allotment,
Howard Area Leadership Academy,7631 N Paulina St,TRUE,Chicago IL,7631 N Paulina St Chicago IL,42.0202831,-87.6728575,"[42.0202831,-87.6728574999999]",49,ROGERS PARK,13,,http://www.howardleadership.org,,,,TRUE,TRUE,TRUE,,FALSE,,Cold Tunnel,Compost System  Water Management,Hose connected to private property,Community Garden  Food Donation  School Garden,,Collective,
Howard Family Center Garden,7510 N Ashland Ave,TRUE,Chicago IL,7510 N Ashland Ave Chicago IL,42.0183844,-87.6717517,"[42.0183844,-87.6717517]",49,ROGERS PARK,13,,,,,,,,TRUE,,FALSE,,,,,,,,
Howard Theatre Community Garden,1615 W Howard St,TRUE,Chicago IL,1615 W Howard St Chicago IL,42.0192275,-87.6719877,"[42.0192275,-87.6719877]",49,ROGERS PARK,13,,,,,,FALSE,FALSE,TRUE,,FALSE,,Cold Tunnel,Compost System  Artwork / Sculptures,Hose connected to private property,Community Garden,,Unclear,
Let's Go Chicago Children's Garden,6925 N Ashland Ave,TRUE,Chicago IL,6925 N Ashland Ave Chicago IL,42.0074236,-87.6696797,"[42.0074236,-87.6696796999999]",49,ROGERS PARK,13,,,,https://www.facebook.com/LetsGoChicago?ref=br_tf,,TRUE,FALSE,TRUE,,FALSE,,Cold Tunnel,Compost System  Seating Area  Shed / Storage box  Water Management  Teaching Area,Rain collection system ( rain barrels  cisterns),Community Garden  Congregation Garden  Demo / Training / Program,,Collective,
Gale Elementary Community Academy (Stephen),1631 W. Jonquil,TRUE,Chicago IL,1631 W. Jonquil Chicago IL,42.0208548,-87.6712917,"[42.0208548,-87.6712917]",49,ROGERS PARK,13,,,,,,,,TRUE,FALSE,FALSE,,Greenhouse,,,School Garden,FALSE,,
Jordan Elementary Community School Garden,7414 N Wolcott Ave Chicago IL,FALSE,,7414 N Wolcott Ave Chicago IL,42.0169652,-87.6780689,"[42.0169652,-87.6780689]",49,ROGERS PARK,13,,,,,,,,TRUE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,,
Kilmer Elementary SchoolÂ (Joyce),6700 N Greenview St,TRUE,Chicago IL,6700 N Greenview St Chicago IL,42.0043233,-87.6687469,"[42.0043233,-87.6687469]",49,ROGERS PARK,10,Chicago Public Schools,,,,The Kitchen Community,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,School Garden,FALSE,,
Sullivan High School (Roger C.),6631 N Bosworth,TRUE,Chicago IL,6631 N Bosworth Chicago IL,42.0028084,-87.6689166,"[42.0028084,-87.6689166]",49,ROGERS PARK,10,Chicago Public Schools,,,,The Kitchen Community,TRUE,FALSE,TRUE,TRUE,FALSE,,,Compost System  Seating Area  Shed / Storage box  Teaching Area  Handicap accessible bed,Irrigation System  On site water source,School Garden  Ornamental / Beautification  Restaurant / Catering Garden,FALSE,,
Moah's Ark,1839 W Touhy Ave,TRUE,Chicago IL,1839 W Touhy Ave Chicago IL,42.0123177,-87.6774752,"[42.0123177,-87.6774751999999]",49,ROGERS PARK,13,Private,https://www.facebook.com/MoahsArk,,https://www.facebook.com/MoahsArk,,TRUE,,TRUE,TRUE,FALSE,,Hoop house,,,Urban Farm,FALSE,,
Loyola University Chicago  Rosemarie Rochetta Wessies Rooftop Garden,Loyola University Chicago  Lakeshore Campus Quinlan LSB  1032 W. Sheridan Road,FALSE,,Loyola University Chicago  Lakeshore Campus Quinlan LSB  1032 W. Sheridan Road,41.9993386,-87.6604575,"[41.9993386,-87.6604574999999]",49,ROGERS PARK,13,Private,http://luc.edu/sustainability/initiatives/urban-agriculture/index.shtml,Kevin Erickson,https://m.facebook.com/LoyolaIES/,,TRUE,TRUE,TRUE,TRUE,FALSE,,,Compost System,On site water source,School Garden  Urban Farm  Rooftop  Demo / Training / Program,FALSE,,
Loyola University Chicago  Winthrop Urban Farm,1100 W Loyola Ave  Chicago  IL 60626  USA,FALSE,,1100 W Loyola Ave  Chicago  IL 60626  USA,42.0018328,-87.6587879,"[42.0018328,-87.6587879]",49,ROGERS PARK,13,Private,http://luc.edu/sustainability/initiatives/urban-agriculture/index.shtml,Kevin Erickson,,,TRUE,TRUE,TRUE,TRUE,FALSE,Loyola University,,Water Management  Compost System  Educational Signage  Electricity Outlet  Seating Area  Shed / Storage box  Teaching Area,Hose connected to private property  Irrigation System  Rain collection system ( rain barrels  cisterns),Demo / Training / Program  Food Donation  Habitat / Conservation / Prairie  School Garden  Urban Agriculture Organization  Urban Farm,FALSE,Unclear,
Loyola University Chicago  Mertz Hall Terrace Gardens,1121 W Loyola Ave  Chicago  IL 60626  USA,FALSE,,1121 W Loyola Ave  Chicago  IL 60626  USA,42.0013689,-87.6597905,"[42.0013689,-87.6597905]",49,ROGERS PARK,13,Private,http://luc.orgsync.com/org/growersguild/Gardening,Kevin Erickson,https://m.facebook.com/LoyolaIES/,,TRUE,FALSE,TRUE,TRUE,FALSE,Loyola University  Growers' Guild Loyola,,Educational Signage  Water Management  Teaching Area  Shed / Storage box  Seating Area  Performance Area  Handicap accessible bed  Farm Stand  Compost System,On site water source,Demo / Training / Program  Food Donation  Ornamental / Beautification  Rooftop  School Garden  Urban Agriculture Organization  Urban Farm,FALSE,,
Hello Howard,7519 N Ashland Ave  Chicago  IL 60626,FALSE,,7519 N Ashland Ave  Chicago  IL 60626,42.0186,-87.671001,"[42.0186,-87.6710009999999]",49,ROGERS PARK,13,Peterson Garden Project,https://petersongarden.org/garden-with-us/,,,,TRUE,TRUE,TRUE,FALSE,FALSE,,,Shed / Storage box  Information Kiosk  Teaching Area  Seating Area  Performance Area,City water (not a hydrant),Food Donation  Community Garden,TRUE,Allotment,
The People's Kitchen Garden,1443 W Jarvis Ave Chicago  IL 60626,FALSE,,1443 W Jarvis Ave Chicago  IL 60626,42.015801,-87.66779,"[42.015801,-87.66779]",49,ROGERS PARK,13,Private,,https://www.facebook.com/JarvisSquarePottery/,https://www.facebook.com/JarvisSquarePottery/,,FALSE,FALSE,TRUE,FALSE,FALSE,,,Water Feature (ponds  fountain)  Seating Area,Hose connected to private property,Community Garden  Ornamental / Beautification  Habitat / Conservation / Prairie,FALSE,,
Minuteman Park,5840 S Central Ave,TRUE,Chicago IL,5840 S Central Ave Chicago IL,41.7863189,-87.76235,"[41.7863189,-87.76235]",23,GARFIELD RIDGE,11,Chicago Park District,http://www.chicagoparkdistrict.com/facilities/community-gardens/,,,,FALSE,FALSE,TRUE,,FALSE,,,Compost System  Seating Area  Play Area  Shed / Storage box  Teaching Area,No apparent water source,Community Garden,,Unclear,
Blair Early Childhood Center,6751 W 63rd Pl,TRUE,Chicago IL,6751 W 63rd Pl Chicago IL,41.776385,-87.7896368,"[41.776385,-87.7896368]",23,CLEARING,11,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,,
Byrne School Garden (Michael M.),5329 S Oak Park Ave,TRUE,Chicago IL,5329 S Oak Park Ave Chicago IL,41.7951192,-87.7907818,"[41.7951191999999,-87.7907817999999]",23,GARFIELD RIDGE,11,Chicago Public Schools,,,,The Kitchen Community,TRUE,TRUE,TRUE,FALSE,FALSE,,,Artwork / Sculptures  Covered Area  Seating Area  Teaching Area  Handicap accessible bed,Irrigation System  On site water source,School Garden  Ornamental / Beautification  Habitat / Conservation / Prairie,FALSE,,
Eberhart Elementary School (John F.),3400 W. 65th Pl.,TRUE,Chicago IL,3400 W. 65th Pl. Chicago IL,41.7747418,-87.7085776,"[41.7747418,-87.7085776]",23,CHICAGO,7,,,,,,,,TRUE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification  Habitat / Conservation / Prairie,FALSE,,
Peck Elementary School,3826 W 58th St,TRUE,Chicago IL,3826 W 58th St Chicago IL,41.7880868,-87.7188394,"[41.7880867999999,-87.7188394]",23,CHICAGO,7,Chicago Public Schools,,,,The Kitchen Community,,,TRUE,FALSE,FALSE,,,,,School Garden  Habitat / Conservation / Prairie,FALSE,,
Tonti Elementary School (Enrico),5815 S Homan Ave,TRUE,Chicago IL,5815 S Homan Ave Chicago IL,41.7873628,-87.7077938,"[41.7873628,-87.7077937999999]",23,CHICAGO,7,Chicago Public Schools,,,,OpenLands,TRUE,TRUE,TRUE,FALSE,FALSE,St. Paul North American Monarch Institute,,Artwork / Sculptures  Artwork / Sculptures  Artwork / Sculptures  Artwork / Sculptures  Seating Area  Seating Area  Seating Area  Shed / Storage box  Shed / Storage box  Teaching Area,Rain collection system ( rain barrels  cisterns)  Rain collection system ( rain barrels  cisterns)  On site water source,School Garden  Habitat / Conservation / Prairie,FALSE,,
Circle Community Garden,119 N Central Ave,TRUE,Chicago IL,119 N Central Ave Chicago IL,41.8828372,-87.7647179,"[41.8828372,-87.7647179]",29,AUSTIN,1,,,,,,TRUE,TRUE,TRUE,,FALSE,,,Seating Area,Hose connected to private property,Community Garden  Food Donation  Congregation Garden  Ornamental / Beautification,,Collective,
Root Riot Harambe (Frederick Douglass Academy High School),500 N Waller Ave,TRUE,Chicago IL,500 N Waller Ave Chicago IL,41.8890561,-87.7678507,"[41.8890561,-87.7678507]",29,AUSTIN,1,,http://www.root-riot.com/,,https://www.facebook.com/RootRiot?fref=ts,,TRUE,TRUE,TRUE,,FALSE,Root Riot Urban Garden Network  Frederick Douglass Academy High School,,Compost System  Seating Area,On site water source,Community Garden  School Garden,,Unclear,
Mayfield Community Garden,301 N Mayfield Ave  Chicago 60644,FALSE,,301 N Mayfield Ave  Chicago 60644,41.885858,-87.7715992,"[41.885858,-87.7715992]",29,AUSTIN,1,Third Unitarian Church,,MayfieldCommunity@outlook.com,https://www.facebook.com/TUCgarden,,TRUE,TRUE,TRUE,TRUE,FALSE,Third Unitarian Church of Chicago,,Shed / Storage box  Grill / Cooking Station  Electricity Outlet  Seating Area,Hose connected to private property,Pantry  Community Garden  Orchard,TRUE,Allotment,
Burbank Elementary School (Luther),2035 N Mobile Ave Chicago,FALSE,,2035 N Mobile Ave Chicago,41.917759,-87.7822516,"[41.917759,-87.7822516]",29,CHICAGO,1,,,,,,,,FALSE,FALSE,FALSE,,,,,,FALSE,,
Clark Academic Prep Magnet School Garden (Michele),5101 W Harrison St,TRUE,Chicago IL,5101 W Harrison St Chicago IL,41.8725503,-87.752742,"[41.8725503,-87.752742]",29,AUSTIN,2,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,,
DePriest Elementary School (Oscar),139 S Parkside Ave Chicago IL,FALSE,,139 S Parkside Ave Chicago IL,41.8780657,-87.7659552,"[41.8780657,-87.7659552]",29,AUSTIN,1,Chicago Public Schools,,,,The Kitchen Community,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,,
Ellington Elementary School (Edward K.),224 N Central Ave,TRUE,Chicago IL,224 N Central Ave Chicago IL,41.8852352,-87.7662758,"[41.8852352,-87.7662758]",29,AUSTIN,1,Chicago Public Schools,,,,The Kitchen Community,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,,
Chicago Honey Co-op site at Columbus Park,W. Railroad Ave. & S. Menard Ave.,TRUE,Chicago IL,W. Railroad Ave. & S. Menard Ave. Chicago IL,41.8700152,-87.7694256,"[41.8700152,-87.7694255999999]",29,AUSTIN,1,,http://www.chicagohoneycoop.com/,,,,,,TRUE,FALSE,FALSE,,,,,Urban Farm,FALSE,,
Veteran's Peace Garden,5413 W. Madison St,TRUE,Chicago IL,5413 W. Madison St Chicago IL,41.8799442,-87.7607706,"[41.8799442,-87.7607706]",29,AUSTIN,1,NeighborSpace,,,https://www.facebook.com/ourSANA/,,TRUE,TRUE,FALSE,FALSE,FALSE,South Austin Neighborhood Association,,,On site water source,Ornamental / Beautification,,Collective,
Youth Outreach Services' Garden of Possibilities,5914 W Division St  Chicago  IL 60651  USA,FALSE,,5914 W Division St  Chicago  IL 60651  USA,41.902258,-87.773692,"[41.902258,-87.773692]",29,AUSTIN,1,Private,www.yos.org,773-777-7112 ext 7226  ashleyv@yos.org,www.facebook.com/youthoutreachservices,Chicago Botanic Garden  OpenLands  OpenLands  Other  U of I Extension,TRUE,TRUE,TRUE,FALSE,FALSE,Feeding Mouths  Filling Minds,,,Hose connected to private property,Community Garden,TRUE,Allotment,
F.A.I.T.H Inc. Community Garden,5840 W Chicago Ave  Chicago  IL 60651  USA,FALSE,,5840 W Chicago Ave  Chicago  IL 60651  USA,41.8949008,-87.7718528,"[41.8949007999999,-87.7718527999999]",29,AUSTIN,1,,http://reverendcrawford91.wix.com/faithinc,(773) 626-2429,,,FALSE,FALSE,TRUE,FALSE,FALSE,,,Artwork / Sculptures  Artwork / Sculptures  Educational Signage,Hose connected to private property,Community Garden,TRUE,Unclear,
1114 S Mason Community Garden,1114 S Mason Ave  Chicago  IL 60644,FALSE,,1114 S Mason Ave  Chicago  IL 60644,41.8668397,-87.773376,"[41.8668397,-87.773376]",29,AUSTIN,1,City of Chicago,,Nate Tubbs - natetubbs@gmail.com,,,FALSE,FALSE,TRUE,FALSE,FALSE,G.R. Clark Elementary  Chicago Police Department  29th Ward Alderman,,Play Area  Fire Pit  Seating Area,Hose connected to private property  Rain collection system ( rain barrels  cisterns),Community Garden,TRUE,Collective,
Leland Elementary School (George),512 S Lavergne Ave Chicago IL,FALSE,,512 S Lavergne Ave Chicago IL,41.87362,-87.7499342,"[41.87362,-87.7499342]",29,AUSTIN,1,,,,,,,,FALSE,FALSE,FALSE,,,,,Habitat / Conservation / Prairie,FALSE,,
Academy for Global Citizenship,4647 W 47th St,TRUE,Chicago IL,4647 W 47th St Chicago IL,41.8074122,-87.740188,"[41.8074121999999,-87.7401879999999]",14,GARFIELD RIDGE,16,Chicago Public Schools,http://agcchicago.org,,https://www.facebook.com/AGC.Chicago,The Kitchen Community,TRUE,FALSE,TRUE,,FALSE,,,Seating Area  Teaching Area  Handicap accessible bed,On site water source,School Garden,FALSE,,
Christopher Elementary School (Walter S.),5042 S Artesian Ave,TRUE,Chicago IL,5042 S Artesian Ave Chicago IL,41.8016679,-87.6858734,"[41.8016679,-87.6858734]",14,CHICAGO,7,,,,,,,,TRUE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,,
Curie Metropolitan High School (Marie Sklodowska),4959 S Archer,TRUE,Chicago IL,4959 S Archer Chicago IL,41.802382,-87.720882,"[41.802382,-87.720882]",14,CHICAGO,16,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden,FALSE,,
Edwards Elementary,4815 S Karlov,TRUE,Chicago IL,4815 S Karlov Chicago IL,41.8054472,-87.7255508,"[41.8054472,-87.7255508]",14,CHICAGO,16,Chicago Public Schools,,,,The Kitchen Community,TRUE,FALSE,TRUE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,,
Hernandez Middle School for the Advancement of Science (Irene C.),3510 W 55th St Chicago IL,FALSE,,3510 W 55th St Chicago IL,41.793773,-87.7118174,"[41.793773,-87.7118174]",14,CHICAGO,7,,,,,,,,TRUE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,,
Sandoval Elementary School (Socorro),5534 S St. Louis Ave Chicago IL,FALSE,,5534 S St. Louis Ave Chicago IL,41.7929524,-87.7123286,"[41.7929524,-87.7123285999999]",14,CHICAGO,7,,,,,,,,FALSE,FALSE,FALSE,,,,,,FALSE,,
Sawyer Elementary School (Sidney),5248 S Sawyer Ave Chicago IL,FALSE,,5248 S Sawyer Ave Chicago IL,41.797582,-87.705262,"[41.797582,-87.7052619999999]",14,CHICAGO,7,Chicago Public Schools,,,,Other,TRUE,,TRUE,TRUE,FALSE,,,Compost System  Seating Area  Teaching Area,Hose connected to private property  On site water source,Community Garden  Ornamental / Beautification  Habitat / Conservation / Prairie  School Garden  Urban Farm,TRUE,,
Talman Elementary School,5450 S Talman Ave,TRUE,Chicago IL,5450 S Talman Ave Chicago IL,41.794167,-87.6907005,"[41.794167,-87.6907004999999]",14,CHICAGO,7,,,,,,,,FALSE,FALSE,FALSE,,,,,,FALSE,,
St James Catholic Church Garden,2962 S Wabash Ave,TRUE,Chicago IL,2962 S Wabash Ave Chicago IL,41.8403047,-87.6255697,"[41.8403047,-87.6255697]",3,CHICAGO,2,,,,,,TRUE,TRUE,TRUE,,FALSE,,,Seating Area  Play Area,Hose connected to private property,Congregation Garden,,Allotment,
Attucks Elementary School,5055 S State St,TRUE,Chicago IL,5055 S State St Chicago IL,41.80228,-87.6253773,"[41.80228,-87.6253773]",3,CHICAGO,3,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden,FALSE,,
Dirt Doll,4461 South Federal,TRUE,Chicago IL,4461 South Federal Chicago IL,41.8134992,-87.6280372,"[41.8134992,-87.6280372]",3,CHICAGO,2,,http://dirtdoll.tumblr.com,,,,TRUE,TRUE,TRUE,FALSE,FALSE,Brinshore Michaels,,,,Urban Farm,FALSE,,
Your Bountiful Harvest Family Farm,4471 South Federal,TRUE,Chicago IL,4471 South Federal Chicago IL,41.8134888,-87.6280373,"[41.8134887999999,-87.6280373]",3,CHICAGO,2,,http://yourbountifulharvest.wix.com/yourbountifulharvest,,https://www.facebook.com/YourBountifulHarvest,,TRUE,TRUE,TRUE,FALSE,FALSE,Brinshore Michaels,,,,Urban Farm,FALSE,,
42nd Street Garden,4200 S Vincennes Ave  Chicago  IL 60653  USA,FALSE,,4200 S Vincennes Ave  Chicago  IL 60653  USA,41.8183809,-87.6139326,"[41.8183809,-87.6139326]",3,CHICAGO,3,NeighborSpace,,,,,,,,,,,,,,,TRUE,,
3900 Indiana Block,3929 S Indiana Ave,TRUE,Chicago IL,3929 S Indiana Ave Chicago IL,41.8227348,-87.6211024,"[41.8227348,-87.6211024]",3,CHICAGO,3,,,,,,TRUE,FALSE,TRUE,,FALSE,,,Seating Area  Artwork / Sculptures,Hose connected to private property,Community Garden,,Collective,
